name,songname,anilist,type,link
Hananoi-kun to Koi no Yamai,Every Second,165855,ED,https://v.animethemes.moe/HananoiKun-ED1.webm
Henjin no Salad Bowl,Gifu ni ted,166828,OP,https://v.animethemes.moe/HenjinNoSaladBowl-OP1.webm
Henjin no Salad Bowl,Konban no Kenka,166828,ED,https://v.animethemes.moe/HenjinNoSaladBowl-ED1.webm
Nijiyon Animation 2,Nijigasaki Gakuen Kouka (Rock Ver.),172242,ED,https://v.animethemes.moe/NijiyonS2-ED1.webm
Tensei shitara Slime Datta Ken 3rd Season,PEACEKEEPER,156822,OP1,https://v.animethemes.moe/TensuraS3-OP1.webm
Tensei shitara Slime Datta Ken 3rd Season,Believer,156822,ED1,https://v.animethemes.moe/TensuraS3-ED1.webm
Tensei shitara Slime Datta Ken 3rd Season,Believer,156822,ED1,https://v.animethemes.moe/TensuraS3-ED1v2.webm
Tensei shitara Slime Datta Ken 3rd Season,Renasale Serenade,156822,OP2,https://v.animethemes.moe/TensuraS3-OP2.webm
Tensei shitara Slime Datta Ken 3rd Season,Miracle soup,156822,ED2,https://v.animethemes.moe/TensuraS3-ED2.webm
Tensei shitara Slime Datta Ken 3rd Season,PEACEKEEPER,156822,ED3,https://v.animethemes.moe/TensuraS3-ED3.webm
Girls Band Cry,"Zattou, Bokura no Machi",164212,OP,https://v.animethemes.moe/GirlsBandCry-OP1.webm
Girls Band Cry,"Zattou, Bokura no Machi",164212,OP,https://v.animethemes.moe/GirlsBandCry-OP1-NCBD1080.webm
Girls Band Cry,"Zattou, Bokura no Machi",164212,OP,https://v.animethemes.moe/GirlsBandCry-OP1v2.webm
Girls Band Cry,Kara no Hako,164212,ED1,https://v.animethemes.moe/GirlsBandCry-ED1.webm
Girls Band Cry,Dare ni mo Narenai Watashi Dakara,164212,ED2,https://v.animethemes.moe/GirlsBandCry-ED2.webm
Girls Band Cry,Dare ni mo Narenai Watashi Dakara,164212,ED2,https://v.animethemes.moe/GirlsBandCry-ED2-NCBD1080.webm
Girls Band Cry,Koenaki Sakana,164212,ED3,https://v.animethemes.moe/GirlsBandCry-ED3.webm
Girls Band Cry,Shikai no Sumi Kuchiru Oto,164212,ED4,https://v.animethemes.moe/GirlsBandCry-ED4.webm
Girls Band Cry,Na mo Naki Nanimo Kamo,164212,ED5,https://v.animethemes.moe/GirlsBandCry-ED5.webm
Girls Band Cry,Kuuhaku to Catharsis,164212,ED6,https://v.animethemes.moe/GirlsBandCry-ED6.webm
Ooi! Tonbo,Habatake,164440,OP,https://v.animethemes.moe/OoiTonbo-OP1.webm
Ooi! Tonbo,Let's Swing,164440,ED,https://v.animethemes.moe/OoiTonbo-ED1.webm
The Fable,Professionalism feat. Hannya,166910,OP1,https://v.animethemes.moe/TheFable-OP1.webm
The Fable,Odd Numbers,166910,ED1,https://v.animethemes.moe/TheFable-ED1.webm
The Fable,Switch,166910,OP2,https://v.animethemes.moe/TheFable-OP2.webm
The Fable,BEYOND feat. MaRI,166910,ED2,https://v.animethemes.moe/TheFable-ED2.webm
Tonari no Youkai-san,Obake Himawari,146867,OP,https://v.animethemes.moe/TonariNoYoukaiSan-OP1.webm
Tonari no Youkai-san,Iro no Naka,146867,ED,https://v.animethemes.moe/TonariNoYoukaiSan-ED1.webm
Shinkalion: Change the World,Senkou Hayabusa,172395,OP,https://v.animethemes.moe/ShinkalionChangeTheWorld-OP1.webm
Shinkalion: Change the World,HOPE!HOPE!HOPE!,172395,ED,https://v.animethemes.moe/ShinkalionChangeTheWorld-ED1.webm
Shinigami Bocchan to Kuro Maid 3rd Season,Cinematic Parade,169584,OP,https://v.animethemes.moe/BocchanS3-OP1.webm
Shinigami Bocchan to Kuro Maid 3rd Season,Etoile Mémoire,169584,ED1,https://v.animethemes.moe/BocchanS3-ED1.webm
Shinigami Bocchan to Kuro Maid 3rd Season,Nocturne,169584,ED2,https://v.animethemes.moe/BocchanS3-ED2.webm
Shinigami Bocchan to Kuro Maid 3rd Season,Mangetsu to Silhouette no Yoru ~Wedding Ver.~,169584,ED3,https://v.animethemes.moe/BocchanS3-ED3.webm
"Tensei Kizoku, Kantei Skill de Nariagaru",Blue Days,164702,OP,https://v.animethemes.moe/KanteiSkill-OP1.webm
"Tensei Kizoku, Kantei Skill de Nariagaru",Finally,164702,ED,https://v.animethemes.moe/KanteiSkill-ED1.webm
Hibike! Euphonium 3,Disco Kid,109731,OP1,https://v.animethemes.moe/HibikeEuphoniumS3-OP1.webm
Hibike! Euphonium 3,ReCoda,109731,OP2,https://v.animethemes.moe/HibikeEuphoniumS3-OP2.webm
Hibike! Euphonium 3,ReCoda,109731,OP2,https://v.animethemes.moe/HibikeEuphoniumS3-OP2-NCBD1080.webm
Hibike! Euphonium 3,Neiro no Kanata,109731,ED1,https://v.animethemes.moe/HibikeEuphoniumS3-ED1.webm
Hibike! Euphonium 3,Neiro no Kanata,109731,ED1,https://v.animethemes.moe/HibikeEuphoniumS3-ED1-NCBD1080.webm
Hibike! Euphonium 3,Ai no Aisatsu,109731,ED2,https://v.animethemes.moe/HibikeEuphoniumS3-ED2.webm
Hibike! Euphonium 3,Hibike! Euphonium e D.C. al fine,109731,ED3,https://v.animethemes.moe/HibikeEuphoniumS3-ED3.webm
Jiisan Baasan Wakagaeru,Kimi ga Ojii-chan Atashi ga Obaa-chan,168138,OP,https://v.animethemes.moe/JiisanBaasanWakagaeru-OP1.webm
Jiisan Baasan Wakagaeru,Soitoge YO-YO!!,168138,ED,https://v.animethemes.moe/JiisanBaasanWakagaeru-ED1.webm
Vampire Dormitory,Sugar Blood Kiss,170604,OP,https://v.animethemes.moe/VampireDormitory-OP1.webm
Vampire Dormitory,Mata Ashita,170604,ED,https://v.animethemes.moe/VampireDormitory-ED1.webm
Kami wa Game ni Ueteiru.,I'm GAME!,144176,ED,https://v.animethemes.moe/KamiWaGameNiUeteiru-ED1.webm
Kami wa Game ni Ueteiru.,NewGame,144176,OP,https://v.animethemes.moe/KamiWaGameNiUeteiru-OP1.webm
Lv2 kara Cheat datta Motoyuusha Kouho no Mattari Isekai Life,Utopia Gaku Gairon,170130,ED,https://v.animethemes.moe/Lv2Cheat-ED1.webm
Lv2 kara Cheat datta Motoyuusha Kouho no Mattari Isekai Life,Danna-sama to no Love Love Love Song,170130,OP,https://v.animethemes.moe/Lv2Cheat-OP1.webm
Himitsu no AiPri,Zenryoku Joshi Kakumei!,171080,OP,https://v.animethemes.moe/HimitsuNoAiPri-OP1.webm
Himitsu no AiPri,Himitsu dakedo ne,171080,ED,https://v.animethemes.moe/HimitsuNoAiPri-ED1.webm
"Tadaima, Okaeri",Futatsu no Kotoba,169698,OP,https://v.animethemes.moe/TadaimaOkaeri-OP1.webm
"Tadaima, Okaeri",Tsunagiai,169698,ED,https://v.animethemes.moe/TadaimaOkaeri-ED1.webm
Rinkai!,Windshifter,163141,OP,https://v.animethemes.moe/Rinkai-OP1.webm
Rinkai!,Override!,163141,ED,https://v.animethemes.moe/Rinkai-ED1.webm
Boukyaku Battery (TV),Lilac,167927,OP,https://v.animethemes.moe/BoukyakuBattery-OP1.webm
Boukyaku Battery (TV),Wasurena Uta,167927,ED,https://v.animethemes.moe/BoukyakuBattery-ED1.webm
Unnamed Memory,Yobigoe,158709,OP,https://v.animethemes.moe/UnnamedMemory-OP1.webm
Unnamed Memory,blan_,158709,ED,https://v.animethemes.moe/UnnamedMemory-ED1.webm
Dekisokonai to Yobareta Motoeiyuu wa Jikka kara Tsuihou sareta node Sukikatte ni Ikiru Koto ni Shita,EVOLVE,166372,OP,https://v.animethemes.moe/Dekisoko-OP1.webm
Dekisokonai to Yobareta Motoeiyuu wa Jikka kara Tsuihou sareta node Sukikatte ni Ikiru Koto ni Shita,Meritocracy,166372,ED,https://v.animethemes.moe/Dekisoko-ED1.webm
Seiyuu Radio no Uraomote,STAND BY YOU,159039,ED,https://v.animethemes.moe/SeiyuuRadio-ED1.webm
Seiyuu Radio no Uraomote,STAND BY YOU,159039,ED,https://v.animethemes.moe/SeiyuuRadio-ED1-NCBD1080.webm
Seiyuu Radio no Uraomote,Now On Air,159039,OP,https://v.animethemes.moe/SeiyuuRadio-OP1.webm
Seiyuu Radio no Uraomote,Now On Air,159039,OP,https://v.animethemes.moe/SeiyuuRadio-OP1-NCBD1080.webm
Seiyuu Radio no Uraomote,Now On Air,159039,OP,https://v.animethemes.moe/SeiyuuRadio-OP1v2.webm
Seiyuu Radio no Uraomote,Now On Air,159039,OP,https://v.animethemes.moe/SeiyuuRadio-OP1v2-NCBD1080.webm
Kaii to Otome to Kamikakushi,Hazard Symbol,160090,OP,https://v.animethemes.moe/Totokami-OP1.webm
Kaii to Otome to Kamikakushi,Hazard Symbol,160090,OP,https://v.animethemes.moe/Totokami-OP1-NCBD1080.webm
Kaii to Otome to Kamikakushi,Shuku Somete Shinzou,160090,ED,https://v.animethemes.moe/Totokami-ED1.webm
Kaii to Otome to Kamikakushi,Shuku Somete Shinzou,160090,ED,https://v.animethemes.moe/Totokami-ED1-NCBD1080.webm
Kono Subarashii Sekai ni Shukufuku wo! 3,Growing Up,136804,OP,https://v.animethemes.moe/KonosubaS3-OP1.webm
Kono Subarashii Sekai ni Shukufuku wo! 3,Ano Hi no Mama no Bokura,136804,ED,https://v.animethemes.moe/KonosubaS3-ED1.webm
Kenka Dokugaku,Wild Boy,174653,OP,https://v.animethemes.moe/KenkaDokugaku-OP1.webm
Kenka Dokugaku,Viral Hack,174653,ED,https://v.animethemes.moe/KenkaDokugaku-ED1.webm
Date A Live V,Hitohira,151380,ED,https://v.animethemes.moe/DateALiveS5-ED1.webm
Date A Live V,Hitohira,151380,ED,https://v.animethemes.moe/DateALiveS5-ED1-NCBD1080.webm
Date A Live V,Paradoxes,151380,OP,https://v.animethemes.moe/DateALiveS5-OP1.webm
Date A Live V,Paradoxes,151380,OP,https://v.animethemes.moe/DateALiveS5-OP1-NCBD1080.webm
Girls und Panzer: Taichou War!,Enter Enter MISSION! Saishuushou ver.,176663,ED,https://v.animethemes.moe/GirlsUndPanzerTaichouWar-ED1.webm
Astro Note,Hohoemi Note,171040,OP,https://v.animethemes.moe/AstroNote-OP1.webm
Astro Note,Kokoro no Kagi,171040,ED,https://v.animethemes.moe/AstroNote-ED1.webm
Mahouka Koukou no Rettousei 3rd Season,Shouted Serenade,143271,OP,https://v.animethemes.moe/MahoukaKoukouNoRettouseiS3-OP1.webm
Mahouka Koukou no Rettousei 3rd Season,recall,143271,ED,https://v.animethemes.moe/MahoukaKoukouNoRettouseiS3-ED1.webm
The iDOLM@STER Shiny Colors,Tsubasa Gravity,162889,OP,https://v.animethemes.moe/IdolmasterShinyColors-OP1.webm
The iDOLM@STER Shiny Colors,Babel City Grace,162889,ED1,https://v.animethemes.moe/IdolmasterShinyColors-ED1.webm
The iDOLM@STER Shiny Colors,Alstroemeria,162889,ED2,https://v.animethemes.moe/IdolmasterShinyColors-ED2.webm
The iDOLM@STER Shiny Colors,Yumesaki After school,162889,ED3,https://v.animethemes.moe/IdolmasterShinyColors-ED3.webm
The iDOLM@STER Shiny Colors,Hikari no destination,162889,ED4,https://v.animethemes.moe/IdolmasterShinyColors-ED4.webm
The iDOLM@STER Shiny Colors,Spread the Wings!! (Off Vocal),162889,ED5,https://v.animethemes.moe/IdolmasterShinyColors-ED5.webm
The iDOLM@STER Shiny Colors,Multicolored Sky,162889,ED6,https://v.animethemes.moe/IdolmasterShinyColors-ED6.webm
Sasayaku You ni Koi wo Utau,Follow your arrows,160181,OP,https://v.animethemes.moe/Sasakoi-OP1.webm
Sasayaku You ni Koi wo Utau,Gifty,160181,ED1,https://v.animethemes.moe/Sasakoi-ED1.webm
Sasayaku You ni Koi wo Utau,Meritocracy,160181,ED2,https://v.animethemes.moe/Sasakoi-ED2.webm
Karasu wa Aruji wo Erabanai,poi,170503,OP,https://v.animethemes.moe/KarasuWaArujiWoErabanai-OP1.webm
Karasu wa Aruji wo Erabanai,Tokoshie,170503,ED,https://v.animethemes.moe/KarasuWaArujiWoErabanai-ED1.webm
Karasu wa Aruji wo Erabanai,Tokoshie,170503,ED,https://v.animethemes.moe/KarasuWaArujiWoErabanai-ED1v2.webm
Karasu wa Aruji wo Erabanai,Tokoshie,170503,ED,https://v.animethemes.moe/KarasuWaArujiWoErabanai-ED1v3.webm
Yoru no Kurage wa Oyogenai,Irodori,163078,OP,https://v.animethemes.moe/YoruKura-OP1.webm
Yoru no Kurage wa Oyogenai,Irodori,163078,OP,https://v.animethemes.moe/YoruKura-OP1-NCBD1080.webm
Yoru no Kurage wa Oyogenai,1-nichi wa 25-jikan.,163078,ED1,https://v.animethemes.moe/YoruKura-ED1.webm
Yoru no Kurage wa Oyogenai,1-nichi wa 25-jikan.,163078,ED1,https://v.animethemes.moe/YoruKura-ED1-NCBD1080.webm
Yoru no Kurage wa Oyogenai,Saikyou Girl,163078,ED2,https://v.animethemes.moe/YoruKura-ED2.webm
Yoru no Kurage wa Oyogenai,Tsuki no Ondo,163078,ED3,https://v.animethemes.moe/YoruKura-ED3.webm
Yoru no Kurage wa Oyogenai,Shibuya Aquarium,163078,ED4,https://v.animethemes.moe/YoruKura-ED4.webm
Sentai Daishikkaku,Jikai Yokoku,158417,OP,https://v.animethemes.moe/SentaiDaishikkaku-OP1.webm
Sentai Daishikkaku,Seikai wa Iranai,158417,ED,https://v.animethemes.moe/SentaiDaishikkaku-ED1.webm
Yozakura-san Chi no Daisakusen,Unmei-chan,158898,OP1,https://v.animethemes.moe/YozakuraSanChiNoDaisakusen-OP1.webm
Yozakura-san Chi no Daisakusen,fam!,158898,ED1,https://v.animethemes.moe/YozakuraSanChiNoDaisakusen-ED1.webm
Yozakura-san Chi no Daisakusen,Secret Operation,158898,OP2,https://v.animethemes.moe/YozakuraSanChiNoDaisakusen-OP2.webm
Yozakura-san Chi no Daisakusen,Kekkon Koushinkyoku,158898,ED2,https://v.animethemes.moe/YozakuraSanChiNoDaisakusen-ED2.webm
Mushoku Tensei II: Isekai Ittara Honki Dasu Part 2,on the front line,166873,OP,https://v.animethemes.moe/MushokuTenseiS2Part2-OP1.webm
Mushoku Tensei II: Isekai Ittara Honki Dasu Part 2,Mamoritai Mono,166873,ED1,https://v.animethemes.moe/MushokuTenseiS2Part2-ED1.webm
Mushoku Tensei II: Isekai Ittara Honki Dasu Part 2,Tsubasa,166873,ED2,https://v.animethemes.moe/MushokuTenseiS2Part2-ED2.webm
Mushoku Tensei II: Isekai Ittara Honki Dasu Part 2,Kage Kurabe no Uta,166873,ED3,https://v.animethemes.moe/MushokuTenseiS2Part2-ED3.webm
Shadowverse Flame: Arc-hen,Do or Die,172187,OP,https://v.animethemes.moe/ShadowverseFlameArcHen-OP1.webm
Shadowverse Flame: Arc-hen,HEAVY GAMER,172187,ED,https://v.animethemes.moe/ShadowverseFlameArcHen-ED1.webm
Blue Archive the Animation,Seishun no Archive,160589,OP,https://v.animethemes.moe/BlueArchive-OP1.webm
Blue Archive the Animation,Mahiru no Sora no Tsuki,160589,ED,https://v.animethemes.moe/BlueArchive-ED1.webm
"Maou Gakuin no Futekigousha II: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou Part 2",Maou,130590,OP,https://v.animethemes.moe/MaouGakuinNoFutekigoushaS2Part2-OP1.webm
"Maou Gakuin no Futekigousha II: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou Part 2",Maou,130590,OP,https://v.animethemes.moe/MaouGakuinNoFutekigoushaS2Part2-OP1-NCBD1080.webm
"Maou Gakuin no Futekigousha II: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou Part 2",Shingetsu,130590,ED,https://v.animethemes.moe/MaouGakuinNoFutekigoushaS2Part2-ED1.webm
"Maou Gakuin no Futekigousha II: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou Part 2",Shingetsu,130590,ED,https://v.animethemes.moe/MaouGakuinNoFutekigoushaS2Part2-ED1-NCBD1080.webm
Highspeed Etoile,ADRENALIZED,152302,OP,https://v.animethemes.moe/HighspeedEtoile-OP1.webm
Highspeed Etoile,Fanfare,152302,ED,https://v.animethemes.moe/HighspeedEtoile-ED1.webm
Kaijuu 8-gou,Abyss,153288,OP,https://v.animethemes.moe/Kaijuu8Gou-OP1.webm
Kaijuu 8-gou,Abyss,153288,OP,https://v.animethemes.moe/Kaijuu8Gou-OP1-NCBD1080.webm
Kaijuu 8-gou,Nobody,153288,ED,https://v.animethemes.moe/Kaijuu8Gou-ED1.webm
Kaijuu 8-gou,Nobody,153288,ED,https://v.animethemes.moe/Kaijuu8Gou-ED1-NCBD1080.webm
Kuroshitsuji: Kishuku Gakkou-hen,Kyoushinsha no Parade - The Parade of Battlers,166715,OP,https://v.animethemes.moe/KuroshitsujiKishukuGakkouHen-OP1.webm
Kuroshitsuji: Kishuku Gakkou-hen,Shokuzai,166715,ED,https://v.animethemes.moe/KuroshitsujiKishukuGakkouHen-ED1.webm
The New Gate,Sekai wo Inuite,170890,OP,https://v.animethemes.moe/TheNewGate-OP1.webm
The New Gate,Kanataboshi,170890,ED,https://v.animethemes.moe/TheNewGate-ED1.webm
Boku no Hero Academia 7th Season,Ta ga Tame,163139,OP1,https://v.animethemes.moe/BokuNoHeroAcademiaS7-OP1.webm
Boku no Hero Academia 7th Season,Tsubomi,163139,ED1,https://v.animethemes.moe/BokuNoHeroAcademiaS7-ED1.webm
Boku no Hero Academia 7th Season,Curtain Call,163139,OP2,https://v.animethemes.moe/BokuNoHeroAcademiaS7-OP2.webm
Boku no Hero Academia 7th Season,Curtain Call,163139,OP2,https://v.animethemes.moe/BokuNoHeroAcademiaS7-OP2v2.webm
Boku no Hero Academia 7th Season,Rokutousei,163139,ED2,https://v.animethemes.moe/BokuNoHeroAcademiaS7-ED2.webm
Boku no Hero Academia 7th Season,Rokutousei,163139,ED2,https://v.animethemes.moe/BokuNoHeroAcademiaS7-ED2v2.webm
Boku no Hero Academia 7th Season,Rokutousei,163139,ED2,https://v.animethemes.moe/BokuNoHeroAcademiaS7-ED2v3.webm
T.P BON,Bon Bon Bon,169930,OP,https://v.animethemes.moe/TPBon-OP1.webm
T.P BON,Tears in the sky,169930,ED,https://v.animethemes.moe/TPBon-ED1.webm
Kimetsu no Yaiba: Hashira Geiko-hen,Mugen,166240,OP,https://v.animethemes.moe/KimetsuNoYaibaHashiraGeikoHen-OP1.webm
Kimetsu no Yaiba: Hashira Geiko-hen,Tokoshie,166240,ED,https://v.animethemes.moe/KimetsuNoYaibaHashiraGeikoHen-ED1.webm
Oomuro-ke: Dear Sisters,My Dear SiSTARS!,167984,OP,https://v.animethemes.moe/OomurokeDearSisters-OP1.webm
Oomuro-ke: Dear Sisters,Oogesa ni Ai to Yobunda,167984,ED,https://v.animethemes.moe/OomurokeDearSisters-ED1.webm
Pon no Michi,Ponpopopon,165314,OP,https://v.animethemes.moe/PonNoMichi-OP1.webm
Pon no Michi,Good Luck Waker,165314,ED,https://v.animethemes.moe/PonNoMichi-ED1.webm
Maougun Saikyou no Majutsushi wa Ningen datta,Ctrl C,173584,OP,https://v.animethemes.moe/Maougun-OP1.webm
Maougun Saikyou no Majutsushi wa Ningen datta,I still,173584,ED,https://v.animethemes.moe/Maougun-ED1.webm
Dead Dead Demons Dededede Destruction (ONA),Shinsekai Yori,177697,OP,https://v.animethemes.moe/DedededeONA-OP1.webm
Dead Dead Demons Dededede Destruction (ONA),ZeZeZeZettai Seiiki,177697,ED1,https://v.animethemes.moe/DedededeONA-ED1.webm
Dead Dead Demons Dededede Destruction (ONA),Seishun Ohka,177697,ED2,https://v.animethemes.moe/DedededeONA-ED2.webm
Garouden: The Way of the Lone Wolf,FIGHT & PRIDE,177106,OP,https://v.animethemes.moe/Garouden-OP1.webm
Garouden: The Way of the Lone Wolf,CRY BOY,177106,ED,https://v.animethemes.moe/Garouden-ED1.webm
Rising Impact,gifted,171115,ED,https://v.animethemes.moe/RisingImpact-ED1.webm
Maarui Kanojo to Zannen na Kareshi,Unmei-sen de Dakishimete,178421,OP,https://v.animethemes.moe/MaruKano-OP1.webm
Maarui Kanojo to Zannen na Kareshi,Oishii Serenade,178421,ED,https://v.animethemes.moe/MaruKano-ED1.webm
Isekai Suicide Squad,Another World,166710,OP,https://v.animethemes.moe/IsekaiSuicideSquad-OP1.webm
Isekai Suicide Squad,Go-Getters,166710,ED,https://v.animethemes.moe/IsekaiSuicideSquad-ED1.webm
Boku no Tsuma wa Kanjou ga Nai,Okaerinasai,175450,OP,https://v.animethemes.moe/BokuTsuma-OP1.webm
Boku no Tsuma wa Kanjou ga Nai,Wave,175450,ED,https://v.animethemes.moe/BokuTsuma-ED1.webm
Shy 2nd Season,WILLSHINE,171748,OP,https://v.animethemes.moe/ShyS2-OP1.webm
Shy 2nd Season,WILLSHINE,171748,OP,https://v.animethemes.moe/ShyS2-OP1-NCBD1080.webm
Shy 2nd Season,Soba ni Iru yo,171748,ED1,https://v.animethemes.moe/ShyS2-ED1.webm
Shy 2nd Season,Soba ni Iru yo,171748,ED1,https://v.animethemes.moe/ShyS2-ED1-NCBD1080.webm
Shy 2nd Season,Soba ni Iru yo,171748,ED1,https://v.animethemes.moe/ShyS2-ED1v2.webm
Shy 2nd Season,Soba ni Iru yo,171748,ED1,https://v.animethemes.moe/ShyS2-ED1v3.webm
Shy 2nd Season,Soba ni Iru yo,171748,ED1,https://v.animethemes.moe/ShyS2-ED1v4.webm
Shy 2nd Season,Soba ni Iru yo,171748,ED1,https://v.animethemes.moe/ShyS2-ED1v5.webm
Shy 2nd Season,Soba ni Iru yo,171748,ED1,https://v.animethemes.moe/ShyS2-ED1v6.webm
Shy 2nd Season,Tsukikagari,171748,ED2,https://v.animethemes.moe/ShyS2-ED2.webm
Shy 2nd Season,Tsukikagari,171748,ED2,https://v.animethemes.moe/ShyS2-ED2-NCBD1080.webm
Shy 2nd Season,Bokura no Love & Peace,171748,ED3,https://v.animethemes.moe/ShyS2-ED3.webm
Shy 2nd Season,Uripuka,171748,ED4,https://v.animethemes.moe/ShyS2-ED4.webm
Shy 2nd Season,Angel In Black,171748,ED5,https://v.animethemes.moe/ShyS2-ED5.webm
Shy 2nd Season,One Day A Boy,171748,ED6,https://v.animethemes.moe/ShyS2-ED6.webm
Shy 2nd Season,Tsukikagari ~Mangetsu ver.~,171748,ED7,https://v.animethemes.moe/ShyS2-ED7.webm
"Shinmai Ossan Boukensha, Saikyou Party ni Shinu hodo Kitaerarete Muteki ni Naru.",Kouya ni Sake yo Boukensha-tachi,163292,OP,https://v.animethemes.moe/ShinmaiOssan-OP1.webm
"Shinmai Ossan Boukensha, Saikyou Party ni Shinu hodo Kitaerarete Muteki ni Naru.",Kouya ni Sake yo Boukensha-tachi,163292,OP,https://v.animethemes.moe/ShinmaiOssan-OP1-NCBD1080.webm
"Shinmai Ossan Boukensha, Saikyou Party ni Shinu hodo Kitaerarete Muteki ni Naru.",Kouya ni Sake yo Boukensha-tachi,163292,OP,https://v.animethemes.moe/ShinmaiOssan-OP1v2-NCBD1080.webm
"Shinmai Ossan Boukensha, Saikyou Party ni Shinu hodo Kitaerarete Muteki ni Naru.",Sagashi Mono,163292,ED,https://v.animethemes.moe/ShinmaiOssan-ED1.webm
"Shinmai Ossan Boukensha, Saikyou Party ni Shinu hodo Kitaerarete Muteki ni Naru.",Sagashi Mono,163292,ED,https://v.animethemes.moe/ShinmaiOssan-ED1-NCBD1080.webm
"Shinmai Ossan Boukensha, Saikyou Party ni Shinu hodo Kitaerarete Muteki ni Naru.",Sagashi Mono,163292,ED,https://v.animethemes.moe/ShinmaiOssan-ED1v2-NCBD1080.webm
Tasuuketsu,Emperor Time,174070,OP1,https://v.animethemes.moe/Tasuuketsu-OP1.webm
Tasuuketsu,GAME OVER,174070,ED1,https://v.animethemes.moe/Tasuuketsu-ED1.webm
Tasuuketsu,Fly Higher,174070,OP2,https://v.animethemes.moe/Tasuuketsu-OP2.webm
Tasuuketsu,REASONS,174070,ED2,https://v.animethemes.moe/Tasuuketsu-ED2.webm
Tokidoki Bosotto Russia-go de Dereru Tonari no Alya-san,1-ban Kagayaku Hoshi,162804,OP,https://v.animethemes.moe/Roshidere-OP1.webm
Tokidoki Bosotto Russia-go de Dereru Tonari no Alya-san,1-ban Kagayaku Hoshi,162804,OP,https://v.animethemes.moe/Roshidere-OP1-NCBD1080.webm
Tokidoki Bosotto Russia-go de Dereru Tonari no Alya-san,Gakuen Tengoku,162804,ED1,https://v.animethemes.moe/Roshidere-ED1.webm
Tokidoki Bosotto Russia-go de Dereru Tonari no Alya-san,Gakuen Tengoku,162804,ED1,https://v.animethemes.moe/Roshidere-ED1-NCBD1080.webm
Tokidoki Bosotto Russia-go de Dereru Tonari no Alya-san,Kawaikute Gomen,162804,ED2,https://v.animethemes.moe/Roshidere-ED2.webm
Tokidoki Bosotto Russia-go de Dereru Tonari no Alya-san,Kawaikute Gomen,162804,ED2,https://v.animethemes.moe/Roshidere-ED2-NCBD1080.webm
Tokidoki Bosotto Russia-go de Dereru Tonari no Alya-san,Omoide ga Ippai,162804,ED3,https://v.animethemes.moe/Roshidere-ED3.webm
Tokidoki Bosotto Russia-go de Dereru Tonari no Alya-san,Omoide ga Ippai,162804,ED3,https://v.animethemes.moe/Roshidere-ED3-NCBD1080.webm
Tokidoki Bosotto Russia-go de Dereru Tonari no Alya-san,Hare Hare Yukai,162804,ED4,https://v.animethemes.moe/Roshidere-ED4.webm
Tokidoki Bosotto Russia-go de Dereru Tonari no Alya-san,Hare Hare Yukai,162804,ED4,https://v.animethemes.moe/Roshidere-ED4-NCBD1080.webm
Tokidoki Bosotto Russia-go de Dereru Tonari no Alya-san,Chiisana Koi no Uta,162804,ED5,https://v.animethemes.moe/Roshidere-ED5.webm
Tokidoki Bosotto Russia-go de Dereru Tonari no Alya-san,Chiisana Koi no Uta,162804,ED5,https://v.animethemes.moe/Roshidere-ED5-NCBD1080.webm
Tokidoki Bosotto Russia-go de Dereru Tonari no Alya-san,Himitsu no Kotoba,162804,ED6,https://v.animethemes.moe/Roshidere-ED6.webm
Tokidoki Bosotto Russia-go de Dereru Tonari no Alya-san,Himitsu no Kotoba,162804,ED6,https://v.animethemes.moe/Roshidere-ED6-NCBD1080.webm
Tokidoki Bosotto Russia-go de Dereru Tonari no Alya-san,Love Story wa Totsuzen ni,162804,ED7,https://v.animethemes.moe/Roshidere-ED7.webm
Tokidoki Bosotto Russia-go de Dereru Tonari no Alya-san,Love Story wa Totsuzen ni,162804,ED7,https://v.animethemes.moe/Roshidere-ED7-NCBD1080.webm
Tokidoki Bosotto Russia-go de Dereru Tonari no Alya-san,CHE.R.RY,162804,ED8,https://v.animethemes.moe/Roshidere-ED8.webm
Tokidoki Bosotto Russia-go de Dereru Tonari no Alya-san,CHE.R.RY,162804,ED8,https://v.animethemes.moe/Roshidere-ED8-NCBD1080.webm
Tokidoki Bosotto Russia-go de Dereru Tonari no Alya-san,World Is Mine,162804,ED9,https://v.animethemes.moe/Roshidere-ED9.webm
Tokidoki Bosotto Russia-go de Dereru Tonari no Alya-san,World Is Mine,162804,ED9,https://v.animethemes.moe/Roshidere-ED9-NCBD1080.webm
Tokidoki Bosotto Russia-go de Dereru Tonari no Alya-san,Koi no Uta,162804,ED10,https://v.animethemes.moe/Roshidere-ED10.webm
Tokidoki Bosotto Russia-go de Dereru Tonari no Alya-san,Koi no Uta,162804,ED10,https://v.animethemes.moe/Roshidere-ED10-NCBD1080.webm
Tokidoki Bosotto Russia-go de Dereru Tonari no Alya-san,Kimagure Romantic,162804,ED11,https://v.animethemes.moe/Roshidere-ED11.webm
