name,songname,anilist,type,link
Saikyou Onmyouji no Isekai Tenseiki,RECONNECTION,144553,OP,https://v.animethemes.moe/SaikyouOnmyouji-OP1v2.webm
Saikyou Onmyouji no Isekai Tenseiki,Link,144553,ED1,https://v.animethemes.moe/SaikyouOnmyouji-ED1.webm
Saikyou Onmyouji no Isekai Tenseiki,Tsukiyo no Takt,144553,ED2,https://v.animethemes.moe/SaikyouOnmyouji-ED2.webm
Saikyou Onmyouji no Isekai Tenseiki,Link,144553,ED3,https://v.animethemes.moe/SaikyouOnmyouji-ED3.webm
Saikyou Onmyouji no Isekai Tenseiki,Link,144553,ED4,https://v.animethemes.moe/SaikyouOnmyouji-ED4.webm
Saikyou Onmyouji no Isekai Tenseiki,Link,144553,ED5,https://v.animethemes.moe/SaikyouOnmyouji-ED5.webm
Saikyou Onmyouji no Isekai Tenseiki,Link,144553,ED6,https://v.animethemes.moe/SaikyouOnmyouji-ED6.webm
Rougo ni Sonaete Isekai de 8-manmai no Kinka wo Tamemasu,Hikatta Coin ga Shimesu Hou,152765,OP,https://v.animethemes.moe/Roukin8-OP1.webm
Rougo ni Sonaete Isekai de 8-manmai no Kinka wo Tamemasu,Yappari Economy,152765,ED,https://v.animethemes.moe/Roukin8-ED1.webm
Trigun Stampede,TOMBI,151040,OP,https://v.animethemes.moe/TrigunStampede-OP1.webm
Trigun Stampede,Hoshi no Kuzu α,151040,ED1,https://v.animethemes.moe/TrigunStampede-ED1.webm
Trigun Stampede,Seija no Koushin,151040,ED2,https://v.animethemes.moe/TrigunStampede-ED2.webm
Kami-tachi ni Hirowareta Otoko 2nd Season,Way to go,135102,OP,https://v.animethemes.moe/KamihiroS2-OP1.webm
Kami-tachi ni Hirowareta Otoko 2nd Season,Drum Shiki Tansaki,135102,ED,https://v.animethemes.moe/KamihiroS2-ED1.webm
Kyokou Suiri Season 2,Yotogibanashi,126529,OP,https://v.animethemes.moe/KyokouSuiriS2-OP1.webm
Kyokou Suiri Season 2,Invincible Love,126529,ED,https://v.animethemes.moe/KyokouSuiriS2-ED1.webm
"Benriya Saitou-san, Isekai ni Iku",kaleidoscope,144092,OP,https://v.animethemes.moe/BenriyaSaitouSan-OP1.webm
"Benriya Saitou-san, Isekai ni Iku",kaleidoscope,144092,OP,https://v.animethemes.moe/BenriyaSaitouSan-OP1v2.webm
"Benriya Saitou-san, Isekai ni Iku",Hidamari no Saido,144092,ED,https://v.animethemes.moe/BenriyaSaitouSan-ED1.webm
Mou Ippon!,Stand By Me,136435,OP,https://v.animethemes.moe/MouIppon-OP1.webm
Mou Ippon!,Stand By Me,136435,OP,https://v.animethemes.moe/MouIppon-OP1v2.webm
Mou Ippon!,Ipponmichi,136435,ED1,https://v.animethemes.moe/MouIppon-ED1.webm
Mou Ippon!,Ipponmichi,136435,ED1,https://v.animethemes.moe/MouIppon-ED1v2.webm
Mou Ippon!,Ipponmichi,136435,ED1,https://v.animethemes.moe/MouIppon-ED1v3.webm
Mou Ippon!,Ipponmichi,136435,ED2,https://v.animethemes.moe/MouIppon-ED2.webm
Mou Ippon!,Ipponmichi,136435,ED3,https://v.animethemes.moe/MouIppon-ED3.webm
Mou Ippon!,Ipponmichi,136435,ED3,https://v.animethemes.moe/MouIppon-ED3v2.webm
Mou Ippon!,Ipponmichi,136435,ED3,https://v.animethemes.moe/MouIppon-ED3v3.webm
Mou Ippon!,Ipponmichi,136435,ED3,https://v.animethemes.moe/MouIppon-ED3v4.webm
Mou Ippon!,Ipponmichi,136435,ED3,https://v.animethemes.moe/MouIppon-ED3v5.webm
Mou Ippon!,Ipponmichi,136435,ED3,https://v.animethemes.moe/MouIppon-ED3v6.webm
Nokemono-tachi no Yoru,Ashita no Katachi,151679,OP,https://v.animethemes.moe/NokemonoTachiNoYoru-OP1.webm
Nokemono-tachi no Yoru,Rewrite,151679,ED,https://v.animethemes.moe/NokemonoTachiNoYoru-ED1.webm
D4DJ All Mix,Maihime,147216,OP,https://v.animethemes.moe/D4DJAllMix-OP1.webm
D4DJ All Mix,Around and Around,147216,ED,https://v.animethemes.moe/D4DJAllMix-ED1.webm
Mononogatari,Koigoromo,141785,OP,https://v.animethemes.moe/Mononogatari-OP1.webm
Mononogatari,rebind,141785,ED,https://v.animethemes.moe/Mononogatari-ED1.webm
Vinland Saga Season 2,River,136430,OP1,https://v.animethemes.moe/VinlandSagaS2-OP1.webm
Vinland Saga Season 2,Without Love,136430,ED1,https://v.animethemes.moe/VinlandSagaS2-ED1.webm
Vinland Saga Season 2,Paradox,136430,OP2,https://v.animethemes.moe/VinlandSagaS2-OP2.webm
Vinland Saga Season 2,Ember,136430,ED2,https://v.animethemes.moe/VinlandSagaS2-ED2.webm
Vinland Saga Season 2,Ember,136430,ED2,https://v.animethemes.moe/VinlandSagaS2-ED2v2.webm
Vinland Saga Season 2,Ember,136430,ED2,https://v.animethemes.moe/VinlandSagaS2-ED2v3.webm
Kyuuketsuki Sugu Shinu 2,NEW DRAMA PARADISE,142914,OP,https://v.animethemes.moe/KyuuketsukiSuguShinuS2-OP1.webm
Kyuuketsuki Sugu Shinu 2,Wakatteta yo,142914,ED1,https://v.animethemes.moe/KyuuketsukiSuguShinuS2-ED1.webm
Kyuuketsuki Sugu Shinu 2,Cozy Crazy PARTY!,142914,ED2,https://v.animethemes.moe/KyuuketsukiSuguShinuS2-ED2.webm
High Card,Trickster,135778,OP,https://v.animethemes.moe/HighCard-OP1.webm
High Card,Trickster,135778,OP,https://v.animethemes.moe/HighCard-OP1v2.webm
High Card,Squad!,135778,ED,https://v.animethemes.moe/HighCard-ED1.webm
Ayakashi Triangle,Neppuu wa Ruten Suru,142849,OP,https://v.animethemes.moe/AyakashiTriangle-OP1.webm
Ayakashi Triangle,"Itowanai feat. Miyu Tomita, Kana Ichinose",142849,ED,https://v.animethemes.moe/AyakashiTriangle-ED1.webm
"Eiyuuou, Bu wo Kiwameru Tame Tenseisu: Soshite, Sekai Saikyou no Minarai Kishi♀",DAY1,142193,OP,https://v.animethemes.moe/Auo-OP1.webm
"Eiyuuou, Bu wo Kiwameru Tame Tenseisu: Soshite, Sekai Saikyou no Minarai Kishi♀",Self Hug Big Love,142193,ED,https://v.animethemes.moe/Auo-ED1.webm
Kubo-san wa Mob wo Yurusanai,Dramatic ja Nakute mo,148969,OP,https://v.animethemes.moe/KuboSanWaMobWoYurusenai-OP1.webm
Kubo-san wa Mob wo Yurusanai,Kasuka de Tashika,148969,ED,https://v.animethemes.moe/KuboSanWaMobWoYurusenai-ED1.webm
Tondemo Skill de Isekai Hourou Meshi,Zeitaku na Saji,156067,OP,https://v.animethemes.moe/Tonsuki-OP1.webm
Tondemo Skill de Isekai Hourou Meshi,Happy-go-Journey,156067,ED,https://v.animethemes.moe/Tonsuki-ED1.webm
KJ File 2nd Season,BBMonster,155291,ED,https://v.animethemes.moe/KJFileS2-ED1.webm
Itai no wa Iya nano de Bougyoryoku ni Kyokufuri Shitai to Omoimasu. 2,Kyuukyoku Unbalance!,116867,OP1,https://v.animethemes.moe/Bofuri-OP1.webm
Itai no wa Iya nano de Bougyoryoku ni Kyokufuri Shitai to Omoimasu. 2,"Kono Tate ni, Kakuremasu.",116867,OP2,https://v.animethemes.moe/BofuriS2-OP2.webm
Itai no wa Iya nano de Bougyoryoku ni Kyokufuri Shitai to Omoimasu. 2,Step for Joy,116867,ED,https://v.animethemes.moe/BofuriS2-ED1.webm
Ooyukiumi no Kaina,Telepath,144144,OP,https://v.animethemes.moe/OoyukiumiNoKaina-OP1.webm
Ooyukiumi no Kaina,Juvenile,144144,ED,https://v.animethemes.moe/OoyukiumiNoKaina-ED1.webm
Shin Shinka no Mi: Shiranai Uchi ni Kachigumi Jinsei,Evolution,146954,OP,https://v.animethemes.moe/ShinkaNoMiS2-OP1.webm
Shin Shinka no Mi: Shiranai Uchi ni Kachigumi Jinsei,Adore me,146954,ED,https://v.animethemes.moe/ShinkaNoMiS2-ED1.webm
Cardfight!! Vanguard: will+Dress Season 2,Re-raise,139213,ED,https://v.animethemes.moe/CardfightVanguardWillDressS2-ED1.webm
Cardfight!! Vanguard: will+Dress Season 2,Accelerate,139213,OP,https://v.animethemes.moe/CardfightVanguardWillDressS2-OP1.webm
Pokemon: Mezase Pokemon Master,Mezase Pokemon Master -with my friends-,158870,OP,https://v.animethemes.moe/PokemonMezasePokemonMaster-OP1.webm
Pokemon: Mezase Pokemon Master,Hyakugojuuichi,158870,ED1,https://v.animethemes.moe/PokemonMezasePokemonMaster-ED1.webm
Pokemon: Mezase Pokemon Master,Takeshi no Paradise,158870,ED2,https://v.animethemes.moe/PokemonMezasePokemonMaster-ED2.webm
Hikari no Ou,Usotsuki,125869,OP,https://v.animethemes.moe/HikariNoOu-OP1.webm
Hikari no Ou,Mada Tooku ni Iru,125869,ED,https://v.animethemes.moe/HikariNoOu-ED1.webm
Hikari no Ou,Mada Tooku ni Iru,125869,ED,https://v.animethemes.moe/HikariNoOu-ED1v2.webm
Hikari no Ou,Mada Tooku ni Iru,125869,ED,https://v.animethemes.moe/HikariNoOu-ED1v3.webm
Hikari no Ou,Mada Tooku ni Iru,125869,ED,https://v.animethemes.moe/HikariNoOu-ED1v4.webm
Toutotsu ni Egypt Shin 2,Kosha Rhythm,137308,OP,https://v.animethemes.moe/ToutotsuNiEgyptShinS2-OP1.webm
Majutsushi Orphen Hagure Tabi: Urbanrama-hen,HYSTERIC CARAVAN,155068,OP,https://v.animethemes.moe/MajutsushiOrphenHagureTabiS3-OP1.webm
Majutsushi Orphen Hagure Tabi: Urbanrama-hen,Fantastic Partner,155068,ED,https://v.animethemes.moe/MajutsushiOrphenHagureTabiS3-ED1.webm
Hirogaru Sky! Precure,Hirogaru Sky! Precure ~Hero Girls~,157883,OP,https://v.animethemes.moe/HirogaruSkyPrecure-OP1.webm
Hirogaru Sky! Precure,Hirogaru Sky! Precure ~Hero Girls~,157883,OP,https://v.animethemes.moe/HirogaruSkyPrecure-OP1v2.webm
Hirogaru Sky! Precure,Hirogaru Sky! Precure ~Hero Girls~,157883,OP,https://v.animethemes.moe/HirogaruSkyPrecure-OP1v3.webm
Hirogaru Sky! Precure,Hirogaru Sky! Precure ~Hero Girls~,157883,OP,https://v.animethemes.moe/HirogaruSkyPrecure-OP1v4.webm
Hirogaru Sky! Precure,Hirogaru Sky! Precure ~Hero Girls~,157883,OP,https://v.animethemes.moe/HirogaruSkyPrecure-OP1v5.webm
Hirogaru Sky! Precure,Hirogaru Sky! Precure ~Hero Girls~,157883,OP,https://v.animethemes.moe/HirogaruSkyPrecure-OP1v6.webm
Hirogaru Sky! Precure,Hirogaru Sky! Precure ~Hero Girls~,157883,OP,https://v.animethemes.moe/HirogaruSkyPrecure-OP1v7.webm
Hirogaru Sky! Precure,Hirogaru Sky! Precure ~Hero Girls~,157883,OP,https://v.animethemes.moe/HirogaruSkyPrecure-OP1v8.webm
Hirogaru Sky! Precure,Hirogarhythm,157883,ED1,https://v.animethemes.moe/HirogaruSkyPrecure-ED1.webm
Hirogaru Sky! Precure,Dear Shine Sky,157883,ED2,https://v.animethemes.moe/HirogaruSkyPrecure-ED2.webm
Hirogaru Sky! Precure,Dear Shine Sky,157883,ED2,https://v.animethemes.moe/HirogaruSkyPrecure-ED2v2.webm
Shingeki no Kyojin: The Final Season - Kanketsu-hen,UNDER THE TREE,146984,ED,https://v.animethemes.moe/ShingekiNoKyojinS4KanketsuHen-ED1.webm
"Mix: Meisei Story - Nidome no Natsu, Sora no Mukou e",Starting Over,153344,OP1,https://v.animethemes.moe/MixS2-OP1.webm
"Mix: Meisei Story - Nidome no Natsu, Sora no Mukou e",Haru no Oto,153344,ED1,https://v.animethemes.moe/MixS2-ED1.webm
"Mix: Meisei Story - Nidome no Natsu, Sora no Mukou e",Haru no Oto,153344,ED1,https://v.animethemes.moe/MixS2-ED1v2.webm
"Mix: Meisei Story - Nidome no Natsu, Sora no Mukou e",Amaryllis,153344,OP2,https://v.animethemes.moe/MixS2-OP2.webm
"Mix: Meisei Story - Nidome no Natsu, Sora no Mukou e",Amaryllis,153344,OP2,https://v.animethemes.moe/MixS2-OP2v2.webm
"Mix: Meisei Story - Nidome no Natsu, Sora no Mukou e",Amaryllis,153344,OP2,https://v.animethemes.moe/MixS2-OP2v3.webm
"Mix: Meisei Story - Nidome no Natsu, Sora no Mukou e",Ima Kono Toki wo,153344,ED2,https://v.animethemes.moe/MixS2-ED2.webm
"Mix: Meisei Story - Nidome no Natsu, Sora no Mukou e",Ima Kono Toki wo,153344,ED2,https://v.animethemes.moe/MixS2-ED2v2.webm
Tengoku Daimakyou,innocent arrogance,155783,OP,https://v.animethemes.moe/TengokuDaimakyou-OP1.webm
Tengoku Daimakyou,Dare mo Kare mo Doko mo Nani mo Shiranai,155783,ED1,https://v.animethemes.moe/TengokuDaimakyou-ED1.webm
Tengoku Daimakyou,Dare mo Kare mo Doko mo Nani mo Shiranai,155783,ED1,https://v.animethemes.moe/TengokuDaimakyou-ED1v2.webm
Tengoku Daimakyou,Dare mo Kare mo Doko mo Nani mo Shiranai (#08 Special Arrange),155783,ED2,https://v.animethemes.moe/TengokuDaimakyou-ED2.webm
Jigokuraku,W●RK,128893,OP,https://v.animethemes.moe/Jigokuraku-OP1.webm
Jigokuraku,Kamihitoe,128893,ED,https://v.animethemes.moe/Jigokuraku-ED1.webm
Yamada-kun to Lv999 no Koi wo Suru,Gradation feat. Yuuho Kitazawa,154965,OP,https://v.animethemes.moe/YamadaLv999-OP1.webm
Yamada-kun to Lv999 no Koi wo Suru,Gradation feat. Yuuho Kitazawa,154965,OP,https://v.animethemes.moe/YamadaLv999-OP1v2.webm
