name,songname,anilist,type,link
Yamada-kun to Lv999 no Koi wo Suru,Trick Art,154965,ED,https://v.animethemes.moe/YamadaLv999-ED1.webm
Yamada-kun to Lv999 no Koi wo Suru,Trick Art,154965,ED,https://v.animethemes.moe/YamadaLv999-ED1v2.webm
Yamada-kun to Lv999 no Koi wo Suru,Trick Art,154965,ED,https://v.animethemes.moe/YamadaLv999-ED1v3.webm
Yamada-kun to Lv999 no Koi wo Suru,Trick Art,154965,ED,https://v.animethemes.moe/YamadaLv999-ED1v4.webm
Edens Zero 2nd Season,Never say Never,144932,OP1,https://v.animethemes.moe/EdensZeroS2-OP1.webm
Edens Zero 2nd Season,Rinne,144932,ED1,https://v.animethemes.moe/EdensZeroS2-ED1.webm
Edens Zero 2nd Season,Kaibutsu,144932,OP2,https://v.animethemes.moe/EdensZeroS2-OP2.webm
Edens Zero 2nd Season,my star,144932,ED2,https://v.animethemes.moe/EdensZeroS2-ED2.webm
Boku no Kokoro no Yabai Yatsu,Shayou,153152,OP,https://v.animethemes.moe/Bokuyaba-OP1.webm
Boku no Kokoro no Yabai Yatsu,Suu Sentimental,153152,ED,https://v.animethemes.moe/Bokuyaba-ED1.webm
Tensei Kizoku no Isekai Boukenroku: Jichou wo Shiranai Kamigami no Shito,Preview,153332,OP,https://v.animethemes.moe/TenseiKizoku-OP1.webm
Tensei Kizoku no Isekai Boukenroku: Jichou wo Shiranai Kamigami no Shito,Nanairo no Enogu de,153332,ED,https://v.animethemes.moe/TenseiKizoku-ED1.webm
Jijou wo Shiranai Tenkousei ga Guigui Kuru.,Alcor to Polaris,157295,OP,https://v.animethemes.moe/GuiguiKuru-OP1.webm
Jijou wo Shiranai Tenkousei ga Guigui Kuru.,Kokorone,157295,ED,https://v.animethemes.moe/GuiguiKuru-ED1.webm
My Home Hero,Ai no Uta,151189,OP,https://v.animethemes.moe/MyHomeHero-OP1.webm
My Home Hero,Decided,151189,ED,https://v.animethemes.moe/MyHomeHero-ED1.webm
My Home Hero,Decided,151189,ED,https://v.animethemes.moe/MyHomeHero-ED1v2.webm
My Home Hero,Decided,151189,ED,https://v.animethemes.moe/MyHomeHero-ED1v3.webm
Alice Gear Aegis Expansion,Dash and Go!,144188,OP,https://v.animethemes.moe/AliceGearAegisExpansion-OP1.webm
Alice Gear Aegis Expansion,Just a little bit,144188,ED1,https://v.animethemes.moe/AliceGearAegisExpansion-ED1.webm
Alice Gear Aegis Expansion,Nakano Bojou,144188,ED2,https://v.animethemes.moe/AliceGearAegisExpansion-ED2.webm
Kuma Kuma Kuma Bear Punch!,Kimi to no Mirai,127550,OP,https://v.animethemes.moe/KumaKumaKumaBearS2-OP1.webm
Kuma Kuma Kuma Bear Punch!,Zutto,127550,ED,https://v.animethemes.moe/KumaKumaKumaBearS2-ED1.webm
Isekai wa Smartphone to Tomo ni. 2,Real Diamond,147571,OP,https://v.animethemes.moe/IsekaiSmahoS2-OP1.webm
Isekai wa Smartphone to Tomo ni. 2,Isekai Jewelry,147571,ED1,https://v.animethemes.moe/IsekaiSmahoS2-ED1.webm
Isekai wa Smartphone to Tomo ni. 2,Isekai Jewelry,147571,ED2,https://v.animethemes.moe/IsekaiSmahoS2-ED2.webm
Isekai wa Smartphone to Tomo ni. 2,Isekai Jewelry,147571,ED3,https://v.animethemes.moe/IsekaiSmahoS2-ED3.webm
"Isekai de Cheat Skill wo Te ni Shita Ore wa, Genjitsu Sekai wo mo Musou Suru: Level Up wa Jinsei wo Kaeta",Gyakuten Geki,153845,OP,https://v.animethemes.moe/Iseleve-OP1.webm
"Isekai de Cheat Skill wo Te ni Shita Ore wa, Genjitsu Sekai wo mo Musou Suru: Level Up wa Jinsei wo Kaeta",Hachimitsu,153845,ED,https://v.animethemes.moe/Iseleve-ED1.webm
Kizuna no Allele,mirAI wave!,156896,OP,https://v.animethemes.moe/KizunaNoAllele-OP1.webm
Kizuna no Allele,Yosuga,156896,ED,https://v.animethemes.moe/KizunaNoAllele-ED1.webm
Skip to Loafer,Mellow,141911,OP,https://v.animethemes.moe/SkipToLoafer-OP1.webm
Skip to Loafer,Hana Uta to Mawari Michi,141911,ED,https://v.animethemes.moe/SkipToLoafer-ED1.webm
Tokyo Mew Mew New ♡ 2nd Season,Megamorfoze♡,154876,OP,https://v.animethemes.moe/TokyoMewMewNewS2-OP1.webm
Tokyo Mew Mew New ♡ 2nd Season,Can-do Dreamer,154876,ED1,https://v.animethemes.moe/TokyoMewMewNewS2-ED1.webm
Tokyo Mew Mew New ♡ 2nd Season,MAGICAL☆CARNIVAL,154876,ED2,https://v.animethemes.moe/TokyoMewMewNewS2-ED2.webm
Tokyo Mew Mew New ♡ 2nd Season,my sweet heart ~New~♡Ver.~,154876,ED3,https://v.animethemes.moe/TokyoMewMewNewS2-ED3.webm
Kono Subarashii Sekai ni Bakuen wo!,STAY FREE,150075,OP,https://v.animethemes.moe/KonosubaBakuen-OP1.webm
Kono Subarashii Sekai ni Bakuen wo!,STAY FREE,150075,OP,https://v.animethemes.moe/KonosubaBakuen-OP1v2.webm
Kono Subarashii Sekai ni Bakuen wo!,JUMP IN,150075,ED,https://v.animethemes.moe/KonosubaBakuen-ED1.webm
Kono Subarashii Sekai ni Bakuen wo!,JUMP IN,150075,ED,https://v.animethemes.moe/KonosubaBakuen-ED1v2.webm
The IDOLM@STER Cinderella Girls: U149,Yorimichi Little Star,146975,ED1,https://v.animethemes.moe/IdolmasterCinderellaGirlsU149-ED1.webm
The IDOLM@STER Cinderella Girls: U149,Shine In The Sky☆,146975,OP,https://v.animethemes.moe/IdolmasterCinderellaGirlsU149-OP1.webm
The IDOLM@STER Cinderella Girls: U149,Minna no Kimochi,146975,ED2,https://v.animethemes.moe/IdolmasterCinderellaGirlsU149-ED2.webm
The IDOLM@STER Cinderella Girls: U149,Romantic Now,146975,ED3,https://v.animethemes.moe/IdolmasterCinderellaGirlsU149-ED3.webm
The IDOLM@STER Cinderella Girls: U149,Ai no Sanka,146975,ED4,https://v.animethemes.moe/IdolmasterCinderellaGirlsU149-ED4.webm
The IDOLM@STER Cinderella Girls: U149,GEMSTONE,146975,ED5,https://v.animethemes.moe/IdolmasterCinderellaGirlsU149-ED5.webm
The IDOLM@STER Cinderella Girls: U149,ACE,146975,ED6,https://v.animethemes.moe/IdolmasterCinderellaGirlsU149-ED6.webm
The IDOLM@STER Cinderella Girls: U149,Onegai! Cinderella Koharu Koga Solo Remix,146975,ED7,https://v.animethemes.moe/IdolmasterCinderellaGirlsU149-ED7.webm
The IDOLM@STER Cinderella Girls: U149,Akogare Stitch,146975,ED8,https://v.animethemes.moe/IdolmasterCinderellaGirlsU149-ED8.webm
The IDOLM@STER Cinderella Girls: U149,Himawari Mark wo Sagase!,146975,ED9,https://v.animethemes.moe/IdolmasterCinderellaGirlsU149-ED9.webm
The IDOLM@STER Cinderella Girls: U149,Good Day・Good Night,146975,ED10,https://v.animethemes.moe/IdolmasterCinderellaGirlsU149-ED10.webm
The IDOLM@STER Cinderella Girls: U149,Good Day・Good Night,146975,ED10,https://v.animethemes.moe/IdolmasterCinderellaGirlsU149-ED10v2.webm
The IDOLM@STER Cinderella Girls: U149,to you for me,146975,ED11,https://v.animethemes.moe/IdolmasterCinderellaGirlsU149-ED11.webm
Kaminaki Sekai no Kamisama Katsudou,I wish,148048,OP,https://v.animethemes.moe/Kamikatsu-OP1.webm
Kaminaki Sekai no Kamisama Katsudou,Steppin' Up Life!,148048,ED,https://v.animethemes.moe/Kamikatsu-ED1.webm
Kaminaki Sekai no Kamisama Katsudou,Steppin' Up Life!,148048,ED,https://v.animethemes.moe/Kamikatsu-ED1v2.webm
Mahoutsukai no Yome Season 2,Dear,154364,OP,https://v.animethemes.moe/MahoutsukaiNoYomeS2-OP1.webm
Mahoutsukai no Yome Season 2,Mubansou,154364,ED,https://v.animethemes.moe/MahoutsukaiNoYomeS2-ED1.webm
Dr. Stone: New World,Wasuregataki,131518,OP,https://v.animethemes.moe/DrStoneS3-OP1.webm
Dr. Stone: New World,Where Do We Go?,131518,ED,https://v.animethemes.moe/DrStoneS3-ED1.webm
Watashi no Yuri wa Oshigoto desu!,Himitsu♡Melody,149028,OP,https://v.animethemes.moe/Watayuri-OP1.webm
Watashi no Yuri wa Oshigoto desu!,Yume ga Samete mo,149028,ED,https://v.animethemes.moe/Watayuri-ED1.webm
Opus.COLORs,SHINY,146678,OP,https://v.animethemes.moe/OpusColors-OP1.webm
Opus.COLORs,New frame,146678,ED1,https://v.animethemes.moe/OpusColors-ED1.webm
Opus.COLORs,Clear,146678,ED2,https://v.animethemes.moe/OpusColors-ED2.webm
Yuusha ga Shinda!,Shinda!,148109,OP,https://v.animethemes.moe/YuushaGaShinda-OP1.webm
Yuusha ga Shinda!,Shinda!,148109,OP,https://v.animethemes.moe/YuushaGaShinda-OP1v2.webm
Yuusha ga Shinda!,Kawaikutte Ijiwaru Shichau,148109,ED,https://v.animethemes.moe/YuushaGaShinda-ED1.webm
Isekai One Turn Kill Neesan: Ane Douhan no Isekai Seikatsu Hajimemashita,Karei One Turn,146234,OP1,https://v.animethemes.moe/IsekaiOneTurnKillNeesan-OP1.webm
Isekai One Turn Kill Neesan: Ane Douhan no Isekai Seikatsu Hajimemashita,Mukyuu Platonic,146234,ED,https://v.animethemes.moe/IsekaiOneTurnKillNeesan-ED1.webm
Isekai One Turn Kill Neesan: Ane Douhan no Isekai Seikatsu Hajimemashita,Follow You!,146234,OP2,https://v.animethemes.moe/IsekaiOneTurnKillNeesan-OP2.webm
Kawaisugi Crisis,Space Cat Big Bang,155070,OP,https://v.animethemes.moe/KawaisugiCrisis-OP1.webm
Kawaisugi Crisis,Nyanbori de Moffy!!,155070,ED,https://v.animethemes.moe/KawaisugiCrisis-ED1.webm
Kawaisugi Crisis,Nyanbori de Moffy!!,155070,ED,https://v.animethemes.moe/KawaisugiCrisis-ED1v2.webm
Kawaisugi Crisis,Nyanbori de Moffy!!,155070,ED,https://v.animethemes.moe/KawaisugiCrisis-ED1v3.webm
Kawaisugi Crisis,Nyanbori de Moffy!!,155070,ED,https://v.animethemes.moe/KawaisugiCrisis-ED1v4.webm
Kawaisugi Crisis,Nyanbori de Moffy!!,155070,ED,https://v.animethemes.moe/KawaisugiCrisis-ED1v5.webm
Mashle,Knock Out,151801,OP,https://v.animethemes.moe/Mashle-OP1.webm
Mashle,Knock Out,151801,OP,https://v.animethemes.moe/Mashle-OP1v2.webm
Mashle,Shuu Cream Funk,151801,ED,https://v.animethemes.moe/Mashle-ED1.webm
Tonikaku Kawaii 2nd Season,Setsuna no Chikai (feat. Tsukasa Yuzaki),141208,OP,https://v.animethemes.moe/TonikawaS2-OP1.webm
Tonikaku Kawaii 2nd Season,Setsuna no Chikai (feat. Tsukasa Yuzaki),141208,OP,https://v.animethemes.moe/TonikawaS2-OP1v2.webm
Tonikaku Kawaii 2nd Season,Yoru no Katasumi,141208,ED,https://v.animethemes.moe/TonikawaS2-ED1.webm
Birdie Wing: Golf Girls' Story Season 2,Venus Line,151606,OP,https://v.animethemes.moe/BirdieWingS2-OP1.webm
Birdie Wing: Golf Girls' Story Season 2,Kimi ga Iru kara,151606,ED1,https://v.animethemes.moe/BirdieWingS2-ED1.webm
Birdie Wing: Golf Girls' Story Season 2,Kimi ga Iru kara,151606,ED1,https://v.animethemes.moe/BirdieWingS2-ED1v2.webm
Birdie Wing: Golf Girls' Story Season 2,Kimi ga Iru kara -Acoustic ver.-,151606,ED2,https://v.animethemes.moe/BirdieWingS2-ED2.webm
Rokudou no Onna-tachi,ENDLESS LABYRINTH,160442,OP,https://v.animethemes.moe/RokudouNoOnnatachi-OP1.webm
Rokudou no Onna-tachi,ENDLESS LABYRINTH,160442,OP,https://v.animethemes.moe/RokudouNoOnnatachi-OP1v2.webm
Rokudou no Onna-tachi,Love Will Find A Way,160442,ED,https://v.animethemes.moe/RokudouNoOnnatachi-ED1.webm
Rokudou no Onna-tachi,Love Will Find A Way,160442,ED,https://v.animethemes.moe/RokudouNoOnnatachi-ED1v2.webm
Megami no Café Terrace,Unmei Kyoudoutai!,154412,OP,https://v.animethemes.moe/MegamiNoCafeTerrace-OP1.webm
Megami no Café Terrace,Dramatic,154412,ED,https://v.animethemes.moe/MegamiNoCafeTerrace-ED1.webm
Mahou Shoujo Magical Destroyers,MAGICAL DESTROYER,134131,OP,https://v.animethemes.moe/MahouShoujoMagicalDestroyers-OP1.webm
Mahou Shoujo Magical Destroyers,Gospelion in a classic love,134131,ED,https://v.animethemes.moe/MahouShoujoMagicalDestroyers-ED1.webm
Edomae Elf,Kien Romance,150957,OP,https://v.animethemes.moe/EdomaeElf-OP1.webm
Edomae Elf,Odoru Hikari,150957,ED,https://v.animethemes.moe/EdomaeElf-ED1.webm
Otonari ni Ginga,Tonari Awase,148098,OP,https://v.animethemes.moe/OtonariNiGinga-OP1.webm
Otonari ni Ginga,Near Stella,148098,ED,https://v.animethemes.moe/OtonariNiGinga-ED1.webm
Otonari ni Ginga,Near Stella,148098,ED,https://v.animethemes.moe/OtonariNiGinga-ED1v2.webm
Isekai Shoukan wa Nidome desu,Continue Distortion,140754,OP,https://v.animethemes.moe/Isenido-OP1.webm
Isekai Shoukan wa Nidome desu,Be ambitious!!!,140754,ED,https://v.animethemes.moe/Isenido-ED1.webm
Mobile Suit Gundam: The Witch from Mercury Season 2,slash,155158,OP,https://v.animethemes.moe/GundamTheWitchFromMercuryS2-OP1.webm
Mobile Suit Gundam: The Witch from Mercury Season 2,slash,155158,OP,https://v.animethemes.moe/GundamTheWitchFromMercuryS2-OP1v2.webm
Mobile Suit Gundam: The Witch from Mercury Season 2,slash,155158,OP,https://v.animethemes.moe/GundamTheWitchFromMercuryS2-OP1v3.webm
Mobile Suit Gundam: The Witch from Mercury Season 2,slash,155158,OP,https://v.animethemes.moe/GundamTheWitchFromMercuryS2-OP1v4.webm
Mobile Suit Gundam: The Witch from Mercury Season 2,Red:birthmark,155158,ED1,https://v.animethemes.moe/GundamTheWitchFromMercuryS2-ED1.webm
Mobile Suit Gundam: The Witch from Mercury Season 2,Shukufuku,155158,ED2,https://v.animethemes.moe/GundamTheWitchFromMercuryS2-ED2.webm
World Dai Star,Wanna Be Star!,157765,OP,https://v.animethemes.moe/WorldDaiStar-OP1.webm
World Dai Star,Wanna Be Star!,157765,OP,https://v.animethemes.moe/WorldDaiStar-OP1v2.webm
World Dai Star,Two Of Us,157765,ED1,https://v.animethemes.moe/WorldDaiStar-ED1.webm
World Dai Star,Namonaki Koibito yo,157765,ED2,https://v.animethemes.moe/WorldDaiStar-ED2.webm
Kimetsu no Yaiba: Katanakaji no Sato-hen,Kizuna no Kiseki,145139,OP,https://v.animethemes.moe/KimetsuNoYaibaKatanakajiNoSatoHen-OP1.webm
Kimetsu no Yaiba: Katanakaji no Sato-hen,Koi Kogare,145139,ED,https://v.animethemes.moe/KimetsuNoYaibaKatanakajiNoSatoHen-ED1.webm
Ao no Orchestra,Cantabile,147369,OP,https://v.animethemes.moe/AoNoOrchestra-OP1.webm
Ao no Orchestra,Yuusari no Canon feat. 『Yuika』,147369,ED,https://v.animethemes.moe/AoNoOrchestra-ED1.webm
Kanojo ga Koushaku-tei ni Itta Riyuu,SURVIVE,151847,OP,https://v.animethemes.moe/Koshakutei-OP1.webm
Kanojo ga Koushaku-tei ni Itta Riyuu,Always and Forever,151847,ED1,https://v.animethemes.moe/Koshakutei-ED1.webm
Kanojo ga Koushaku-tei ni Itta Riyuu,Fireworks,151847,ED2,https://v.animethemes.moe/Koshakutei-ED2.webm
Dead Mount Death Play,Nero,157198,OP,https://v.animethemes.moe/DeadMountDeathPlay-OP1.webm
Dead Mount Death Play,Nero,157198,OP,https://v.animethemes.moe/DeadMountDeathPlay-OP1v2.webm
Dead Mount Death Play,Nero,157198,OP,https://v.animethemes.moe/DeadMountDeathPlay-OP1v3.webm
Dead Mount Death Play,Iolite,157198,ED,https://v.animethemes.moe/DeadMountDeathPlay-ED1.webm
Dead Mount Death Play,Iolite,157198,ED,https://v.animethemes.moe/DeadMountDeathPlay-ED1v2.webm
Kimi wa Houkago Insomnia,Itsu Aetara,143653,OP,https://v.animethemes.moe/Kimisomu-OP1.webm
Kimi wa Houkago Insomnia,Lapse,143653,ED1,https://v.animethemes.moe/Kimisomu-ED1.webm
Kimi wa Houkago Insomnia,Herz,143653,ED2,https://v.animethemes.moe/Kimisomu-ED2.webm
The Marginal Service,Quiet explosion,156854,OP,https://v.animethemes.moe/TheMarginalService-OP1.webm
The Marginal Service,Salt & Sugar,156854,ED,https://v.animethemes.moe/TheMarginalService-ED1.webm
Majutsushi Orphen Hagure Tabi: Seiiki-hen,MOTIVE RAIN,163417,OP,https://v.animethemes.moe/MajutsushiOrphenHagureTabiS4-OP1.webm
Majutsushi Orphen Hagure Tabi: Seiiki-hen,Shuuen no Destiny,163417,ED,https://v.animethemes.moe/MajutsushiOrphenHagureTabiS4-ED1.webm
"""Oshi no Ko""",Idol,150672,OP,https://v.animethemes.moe/OshiNoKo-OP1.webm
"""Oshi no Ko""",Mephisto,150672,ED,https://v.animethemes.moe/OshiNoKo-ED1.webm
"""Oshi no Ko""",Mephisto,150672,ED,https://v.animethemes.moe/OshiNoKo-ED1v2.webm
Ousama Ranking: Yuuki no Takarabako,GOLD,153452,OP,https://v.animethemes.moe/OusamaRankingYuukiNoTakarabako-OP1.webm
Ousama Ranking: Yuuki no Takarabako,Ate mo Naku,153452,ED,https://v.animethemes.moe/OusamaRankingYuukiNoTakarabako-ED1.webm
Pokemon,Dokimeki Diary,158871,OP,https://v.animethemes.moe/Pokemon2023-OP1.webm
Uma Musume: Pretty Derby - Road to the Top,Glorious Moment!,148370,OP,https://v.animethemes.moe/UmaMusumeRoadToTheTop-OP1.webm
Uma Musume: Pretty Derby - Road to the Top,Umapyoi Densetsu,148370,ED,https://v.animethemes.moe/UmaMusumeRoadToTheTop-ED1.webm
Niehime to Kemono no Ou,Tsuitachi no Nie,128715,OP1,https://v.animethemes.moe/Niehime-OP1.webm
Niehime to Kemono no Ou,ONLY,128715,ED1,https://v.animethemes.moe/Niehime-ED1.webm
Niehime to Kemono no Ou,LOVE INFINITY,128715,OP2,https://v.animethemes.moe/Niehime-OP2.webm
Niehime to Kemono no Ou,call your name,128715,ED2,https://v.animethemes.moe/Niehime-ED2.webm
Niehime to Kemono no Ou,call your name,128715,ED2,https://v.animethemes.moe/Niehime-ED2v2.webm
Niehime to Kemono no Ou,Miles Away,128715,ED3,https://v.animethemes.moe/Niehime-ED3.webm
Inu ni Nattara Suki na Hito ni Hirowareta. Specials,Gyakkyou☆Fuwaku☆Fraction,159807,OP,https://v.animethemes.moe/InuhiroOVA-OP1.webm
"Yahari Ore no Seishun Love Comedy wa Machigatteiru. Kan: Dakara, Shishunki wa Owarazu ni, Seishun wa Tsuzuiteiku.",Megumi no Ame,128643,OP,https://v.animethemes.moe/OreGairuS3-OP1v4.webm
"Yahari Ore no Seishun Love Comedy wa Machigatteiru. Kan: Dakara, Shishunki wa Owarazu ni, Seishun wa Tsuzuiteiku.",Diamond no Jundo,128643,ED,https://v.animethemes.moe/OreGairuS3OVA-ED1.webm
Ultraman Final,RAYS,147729,OP,https://v.animethemes.moe/UltramanFinal-OP1.webm
Ultraman Final,RAYS,147729,OP,https://v.animethemes.moe/UltramanFinal-OP1v2.webm
Ultraman Final,AVIATION,147729,ED,https://v.animethemes.moe/UltramanFinal-ED1.webm
Ultraman Final,AVIATION,147729,ED,https://v.animethemes.moe/UltramanFinal-ED1v2.webm
Genjitsu no Yohane: Sunshine in the Mirror,Genjitsu Mysterium,151513,OP,https://v.animethemes.moe/GenjitsuNoYohane-OP1.webm
Genjitsu no Yohane: Sunshine in the Mirror,Kimi no Tame Boku no Tame,151513,ED,https://v.animethemes.moe/GenjitsuNoYohane-ED1.webm
Genjitsu no Yohane: Sunshine in the Mirror,Kimi no Tame Boku no Tame,151513,ED,https://v.animethemes.moe/GenjitsuNoYohane-ED1v2.webm
Love Live! Nijigasaki Gakuen School Idol Doukoukai: Next Sky,"SINGING, DREAMING, NOW!",157654,ED1,https://v.animethemes.moe/LoveLiveNijigasakiGakuenNextSky-ED1.webm
Love Live! Nijigasaki Gakuen School Idol Doukoukai: Next Sky,Wawawa☆What's up!,157654,ED2,https://v.animethemes.moe/LoveLiveNijigasakiGakuenNextSky-ED2.webm
Love Live! Nijigasaki Gakuen School Idol Doukoukai: Next Sky,Feel Alive,157654,OP,https://v.animethemes.moe/LoveLiveNijigasakiGakuenNextSky-OP1.webm
BanG Dream! It's MyGO!!!!!,Hitoshizuku,163571,OP,https://v.animethemes.moe/BangDreamItsMyGO-OP1.webm
BanG Dream! It's MyGO!!!!!,Shiori,163571,ED,https://v.animethemes.moe/BangDreamItsMyGO-ED1.webm
Horimiya: Piece,Shiawase,163132,OP,https://v.animethemes.moe/HorimiyaPiece-OP1.webm
Horimiya: Piece,URL,163132,ED1,https://v.animethemes.moe/HorimiyaPiece-ED1.webm
Horimiya: Piece,Dokuro Ninja Konoha,163132,ED2,https://v.animethemes.moe/HorimiyaPiece-ED2.webm
Ryza no Atelier: Tokoyami no Joou to Himitsu no Kakurega,Golden Ray,162893,OP,https://v.animethemes.moe/RyzaNoAtelier-OP1.webm
Ryza no Atelier: Tokoyami no Joou to Himitsu no Kakurega,Arrow,162893,ED,https://v.animethemes.moe/RyzaNoAtelier-ED1.webm
Ayaka,AYAKASHI,155982,OP,https://v.animethemes.moe/Ayaka-OP1.webm
Ayaka,Flashback,155982,ED,https://v.animethemes.moe/Ayaka-ED1.webm
Uchi no Kaisha no Chiisai Senpai no Hanashi,HONEY,155730,OP,https://v.animethemes.moe/UchiNoKaisha-OP1.webm
Uchi no Kaisha no Chiisai Senpai no Hanashi,sugar,155730,ED,https://v.animethemes.moe/UchiNoKaisha-ED1.webm
Uchi no Kaisha no Chiisai Senpai no Hanashi,sugar,155730,ED,https://v.animethemes.moe/UchiNoKaisha-ED1v2.webm
"Jitsu wa Ore, Saikyou deshita?",Reset Life?,154391,OP,https://v.animethemes.moe/JitsuOreSaikyo-OP1.webm
"Jitsu wa Ore, Saikyou deshita?",HimiCHU★Pre-Love Magic,154391,ED,https://v.animethemes.moe/JitsuOreSaikyo-ED1.webm
Fate/strange Fake: Whispers of Dawn,FAKEit,154966,ED,https://v.animethemes.moe/FateStrangeFakeWhispersOfDawn-ED1.webm
Mushoku Tensei Ⅱ: Isekai Ittara Honki Dasu: Shugo Jutsushi Fitz,Clover,146065,ED,https://v.animethemes.moe/MushokuTenseiS2E0-ED1.webm
Masamune-kun no Revenge R,"Please, please!",146953,OP,https://v.animethemes.moe/MasamuneKunNoRevengeS2-OP1.webm
Masamune-kun no Revenge R,twilight little star,146953,ED,https://v.animethemes.moe/MasamuneKunNoRevengeS2-ED1.webm
Lv1 Maou to One Room Yuusha,One Room Adventure,146836,OP,https://v.animethemes.moe/Lv1Room-OP1.webm
Lv1 Maou to One Room Yuusha,Mirai=Teleport,146836,ED,https://v.animethemes.moe/Lv1Room-ED1.webm
Mononogatari 2nd Season,Ta ga Tame,163205,OP,https://v.animethemes.moe/MononogatariS2-OP1.webm
Mononogatari 2nd Season,Private Room,163205,ED,https://v.animethemes.moe/MononogatariS2-ED1.webm
Okashi na Tensei,Brand new day,153339,OP,https://v.animethemes.moe/OkashiNaTensei-OP1.webm
Okashi na Tensei,Fuumi Zekka,153339,ED,https://v.animethemes.moe/OkashiNaTensei-ED1.webm
Yumemiru Danshi wa Genjitsushugisha,Paraglider,157397,OP,https://v.animethemes.moe/YumemiruDanshi-OP1.webm
Yumemiru Danshi wa Genjitsushugisha,#Yume wa Mijikashi Koi Seyo Otome,157397,ED,https://v.animethemes.moe/YumemiruDanshi-ED1.webm
Suki na Ko ga Megane wo Wasureta,NAME,160188,OP,https://v.animethemes.moe/SukiNaKo-OP1.webm
Suki na Ko ga Megane wo Wasureta,Megane Go Round,160188,ED,https://v.animethemes.moe/SukiNaKo-ED1.webm
Jidou Hanbaiki ni Umarekawatta Ore wa Meikyuu wo Samayou,Fanfare,153360,OP,https://v.animethemes.moe/Jihanki-OP1.webm
Jidou Hanbaiki ni Umarekawatta Ore wa Meikyuu wo Samayou,Itsumo no Soup,153360,ED,https://v.animethemes.moe/Jihanki-ED1.webm
Watashi no Shiawase na Kekkon,Anata no Soba ni.,147103,OP,https://v.animethemes.moe/WatashiNoShiawase-OP1.webm
Watashi no Shiawase na Kekkon,Vita Philosophica,147103,ED,https://v.animethemes.moe/WatashiNoShiawase-ED1.webm
Undead Girl Murder Farce,Crack - Crack - Crackle,162983,OP,https://v.animethemes.moe/UndeadGirl-OP1.webm
Undead Girl Murder Farce,reversal,162983,ED,https://v.animethemes.moe/UndeadGirl-ED1.webm
Undead Girl Murder Farce,reversal,162983,ED,https://v.animethemes.moe/UndeadGirl-ED1v2.webm
Undead Girl Murder Farce,reversal,162983,ED,https://v.animethemes.moe/UndeadGirl-ED1v3.webm
Higeki no Genkyou to Naru Saikyou Gedou Last Boss Joou wa Tami no Tame ni Tsukushimasu.,Kyuuseishu,156040,OP,https://v.animethemes.moe/LasTame-OP1.webm
Higeki no Genkyou to Naru Saikyou Gedou Last Boss Joou wa Tami no Tame ni Tsukushimasu.,PRIDE,156040,ED,https://v.animethemes.moe/LasTame-ED1.webm
Jujutsu Kaisen 2nd Season,Ao no Sumika,145064,OP1,https://v.animethemes.moe/JujutsuKaisenS2-OP1.webm
Jujutsu Kaisen 2nd Season,Akari,145064,ED1,https://v.animethemes.moe/JujutsuKaisenS2-ED1.webm
Jujutsu Kaisen 2nd Season,SPECIALZ,145064,OP2,https://v.animethemes.moe/JujutsuKaisenS2-OP2.webm
Jujutsu Kaisen 2nd Season,SPECIALZ,145064,OP2,https://v.animethemes.moe/JujutsuKaisenS2-OP2v2.webm
Jujutsu Kaisen 2nd Season,more than words,145064,ED2,https://v.animethemes.moe/JujutsuKaisenS2-ED2.webm
Jujutsu Kaisen 2nd Season,more than words,145064,ED2,https://v.animethemes.moe/JujutsuKaisenS2-ED2v2.webm
Jujutsu Kaisen 2nd Season,more than words,145064,ED2,https://v.animethemes.moe/JujutsuKaisenS2-ED2v3.webm
"Seija Musou: Salaryman, Isekai de Ikinokoru Tame ni Ayumu Michi",Bug-chan,155418,OP,https://v.animethemes.moe/SeijaMusou-OP1.webm
"Seija Musou: Salaryman, Isekai de Ikinokoru Tame ni Ayumu Michi",A NEW DAY,155418,ED,https://v.animethemes.moe/SeijaMusou-ED1.webm
Rurouni Kenshin: Meiji Kenkaku Romantan (2023),Hiten,142877,OP1,https://v.animethemes.moe/RurouniKenshin2023-OP1.webm
Rurouni Kenshin: Meiji Kenkaku Romantan (2023),Kissaki,142877,ED1,https://v.animethemes.moe/RurouniKenshin2023-ED1.webm
Rurouni Kenshin: Meiji Kenkaku Romantan (2023),Rurou no Katashiro,142877,OP2,https://v.animethemes.moe/RurouniKenshin2023-OP2.webm
Rurouni Kenshin: Meiji Kenkaku Romantan (2023),Sonzai Shoumei,142877,ED2,https://v.animethemes.moe/RurouniKenshin2023-ED2.webm
Sugar Apple Fairy Tale Part 2,Surprise,163079,OP,https://v.animethemes.moe/SugarAppleFairyTalePart2-OP1.webm
Sugar Apple Fairy Tale Part 2,door,163079,ED,https://v.animethemes.moe/SugarAppleFairyTalePart2-ED1.webm
"Kanojo, Okarishimasu 3rd Season",Renai Mili Film,154745,OP,https://v.animethemes.moe/KanokariS3-OP1.webm
"Kanojo, Okarishimasu 3rd Season",End Roll,154745,ED1,https://v.animethemes.moe/KanokariS3-ED1.webm
"Kanojo, Okarishimasu 3rd Season",End Roll (Ballad Version),154745,ED2,https://v.animethemes.moe/KanokariS3-ED2.webm
